county,date,year,Verified Occurances Clean,suicide_flag,suicide_text,suicideAttempt_flag,suicideAttempt_text,homicide_flag,homicideAttempt_flag,escape_flag,escapeAttempt_flag,fire_flag,seriousInj_flag,batt_flag,riot_flag,sexOffense_flag,assaultStaff_flag,assaultDet_flag,fight_flag,restraintsStrict_flag,OCSprayStrict_flag,other_flag,other_text,other_pepperball,other_forcedMed,other_hospital,other_taser,other_prea,sexOffense_OR_prea,other_chair_rough,other_restraint_OR_chair
DuPage County,8/16/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/16/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,8/16/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,8/16/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,"Other (specify): OTHER — WEAPON
; Battery",0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OTHER — WEAPON,,,,,,,,
Madison County,8/16/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,8/16/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Adams County,8/16/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/16/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,8/17/23,2023,Other (specify): Disorderly,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Disorderly,,,,,,,,
Tazewell County,8/17/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,8/17/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Will County,8/17/23,2023,Restraints Used; Other (specify): Restraint chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Restraint chair,,,,,,,chair,1
Lake County,8/17/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Sangamon County,8/17/23,2023,Other (specify): Taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Taser,,,,ECD,,,,
DuPage County,8/17/23,2023,Other (specify): Hospital; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hospital,,,hosp,,,,,1
Cook County,8/17/23,2023,Fighting among Detainees; OC Spray Used; Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,prea,1,,
Cook County,8/17/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,"Fighting among Detainees; Other (specify): OTHER — WEAPON
; Battery",0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,OTHER — WEAPON,,,,,,,,
Madison County,8/17/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/17/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
DuPage County,8/17/23,2023,Restraints Used; Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hospital,,,hosp,,,,,1
Cook County,8/17/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Williamson County,8/17/23,2023,Restraints Used; Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,1
DeKalb County,8/18/23,2023,Other (specify): Restnt chair; Restraints Used; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Restnt chair,,,,,,,chair,1
Cook County,8/18/23,2023,Fighting among Detainees; OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/18/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Sangamon County,8/18/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/18/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Peoria County,8/18/23,2023,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Cook County,8/18/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
DuPage County,8/18/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/18/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,8/18/23,2023,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,8/18/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/18/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/19/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Kane County,8/19/23,2023,Other (specify): Hospital trn,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital trn,,,hosp,,,,,
Cook County,8/19/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,8/19/23,2023,Other (specify): Counterfeit,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Counterfeit,,,,,,,,
Cook County,8/19/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Sex Offense; Suicide Attempt (method),0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/19/23,2023,Other (specify): OTHER — WEAPON,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTHER — WEAPON,,,,,,,,
Kane County,8/19/23,2023,Other (specify): Rest chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest chair,,,,,,,chair,1
Kane County,8/19/23,2023,Other (specify): Rest chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest chair,,,,,,,chair,1
Peoria County,8/19/23,2023,Other (specify): suicidewatch; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,suicidewatch,,,,,,,,1
Cook County,8/19/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/19/23,2023,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Tazewell County,8/19/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,8/19/23,2023,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
DuPage County,8/19/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/20/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
St. Clair County,8/20/23,2023,Other (specify): Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,8/20/23,2023,Other (specify): Taser; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Taser,,,,ECD,,,,1
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/20/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Sangamon County,8/20/23,2023,Other (specify): taser,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,taser,,,,ECD,,,,
Cook County,8/20/23,2023,Fighting among Detainees; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/20/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,8/21/23,2023,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Will County,8/21/23,2023,Other (specify): taser; Assault on staff,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,taser,,,,ECD,,,,
Kane County,8/21/23,2023,Other (specify): Hospital trn,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital trn,,,hosp,,,,,
Cook County,8/21/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/21/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Madison County,8/21/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
DuPage County,8/21/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/21/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,8/21/23,2023,Other (specify): Hospital trn; Suicide Attempt (method) Jumping over railing,0,,1,Jumping over railing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital trn,,,hosp,,,,,
Cook County,8/21/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
DuPage County,8/21/23,2023,Other (specify): Dep Injury; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Dep Injury,,,,,,,,1
Will County,8/21/23,2023,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,8/21/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/21/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Vermilion County,8/21/23,2023,Suicide Attempt (method) hanging,0,,1,hanging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/21/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
DuPage County,8/21/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Sangamon County,8/21/23,2023,Serious Injury; Fighting among Detainees; Other (specify): Hospital,0,,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/21/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,8/21/23,2023,Suicide Attempt (method) Suicide Statement,0,,1,Suicide Statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Madison County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
DeKalb County,8/22/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees; OC Spray Used; Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Peoria County,8/22/23,2023,Other (specify): taser; Restraints Used; Battery; Assault on Staff,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,taser,,,,ECD,,,,1
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,8/22/23,2023,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Cook County,8/22/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,8/22/23,2023,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
DuPage County,8/22/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Cook County,8/22/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/22/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,8/22/23,2023,Other (specify): Hospital trn,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital trn,,,hosp,,,,,
Peoria County,8/22/23,2023,Suicide Attempt (method) Suicidal Stat,0,,1,Suicidal Stat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Winnebago County Jail,8/22/23,2023,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,8/23/23,2023,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,8/23/23,2023,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Cook County,8/23/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Cook County,8/23/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Fire,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Macon County,8/23/23,2023,Other (specify): Defiant behavior; Riot or Rebellion,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Defiant behavior,,,,,,,,
Iroquois County,8/23/23,2023,Other (specify): Taser use; Riot or Rebellion; Restraints Used; Assault on Staff,0,,0,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Taser use,,,,ECD,,,,1
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Fighting among Detainees; Other (specify): OTHER — WEAPON,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OTHER — WEAPON,,,,,,,,
Cook County,8/23/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/23/23,2023,Other (specify): OTHER — WEAPON,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTHER — WEAPON,,,,,,,,
Cook County,8/23/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,8/24/23,2023,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Will County,8/24/23,2023,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Kane County,8/24/23,2023,Other (specify): Rest chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest chair,,,,,,,chair,1
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
Cook County,8/24/23,2023,"Other (specify): OTHER — WEAPON
; Battery",0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OTHER — WEAPON,,,,,,,,
Cook County,8/24/23,2023,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Will County,8/24/23,2023,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,8/24/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Peoria County,8/24/23,2023,Other (specify): suicidewatch; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,suicidewatch,,,,,,,,1
Sangamon County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,8/24/23,2023,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,8/25/23,2023,Other (specify): Injured Pers,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Injured Pers,,,,,,,,
Cook County,8/25/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/25/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Macoupin County,8/25/23,2023,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,8/25/23,2023,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Cook County,8/25/23,2023,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,8/25/23,2023,Fighting among Detainees; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,
DuPage County,8/25/23,2023,Other (specify): Hospital,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
